"Address","Type","Datetime","Latitude","Longitude","Report Location","Incident Number"
"500 5th Ave","Medic Response","2022 Nov 25 06:04:00 PM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220143797"
"3449 61st Ave Sw","Medic Response","2022 Nov 25 05:05:00 PM","47.573506","-122.410812","POINT (-122.410812 47.573506)","F220143776"
"3810 Ne 113th St","Medic Response","2022 Nov 25 05:01:00 PM","47.710146","-122.287889","POINT (-122.287889 47.710146)","F220143774"
"7949 20th Ave Sw","Medic Response","2022 Nov 25 03:11:00 PM","47.531428","-122.359094","POINT (-122.359094 47.531428)","F220143750"
"3716 Sw Thistle St","Medic Response","2022 Nov 25 01:52:00 PM","47.528354","-122.379531","POINT (-122.379531 47.528354)","F220143727"
"7500 Seward Park Ave S","Medic Response","2022 Nov 25 01:08:00 PM","47.535475","-122.267287","POINT (-122.267287 47.535475)","F220143714"
"113 23rd Ave S","Medic Response","2022 Nov 25 12:38:00 PM","47.601601","-122.302284","POINT (-122.302284 47.601601)","F220143702"
"910 Marion St","Medic Response","2022 Nov 25 12:24:00 PM","47.607742","-122.326595","POINT (-122.326595 47.607742)","F220143699"
"1329 S Angeline St","Medic Response","2022 Nov 25 12:12:00 PM","47.560183","-122.315511","POINT (-122.315511 47.560183)","F220143696"
"1833 S Dearborn St","Medic Response","2022 Nov 25 12:06:00 PM","47.595871","-122.308391","POINT (-122.308391 47.595871)","F220143692"
"210 8th Ave N","Medic Response","2022 Nov 25 11:46:00 AM","47.619822","-122.341086","POINT (-122.341086 47.619822)","F220143686"
"13280 Linden Ave N","Medic Response","2022 Nov 25 11:39:00 AM","47.725256","-122.347902","POINT (-122.347902 47.725256)","F220143684"
"4744 41st Ave Sw","Medic Response","2022 Nov 25 10:25:00 AM","47.560296","-122.38416","POINT (-122.38416 47.560296)","F220143660"
"715 Spring St","Medic Response","2022 Nov 25 09:01:00 AM","47.608268","-122.330056","POINT (-122.330056 47.608268)","F220143645"
"4238 S Frontenac St","Medic Response","2022 Nov 25 05:53:00 AM","47.539779","-122.279543","POINT (-122.279543 47.539779)","F220143609"
"3517 Sw Rose St","Medic Response","2022 Nov 25 04:49:00 AM","47.529016","-122.376854","POINT (-122.376854 47.529016)","F220143603"
"500 3rd Ave W","Medic Response","2022 Nov 25 04:31:00 AM","47.62329","-122.360638","POINT (-122.360638 47.62329)","F220143601"
"7247 38th Ave S","Medic Response","2022 Nov 25 04:15:00 AM","47.53751","-122.284717","POINT (-122.284717 47.53751)","F220143600"
"13280 Linden Ave N","Medic Response","2022 Nov 25 01:11:00 AM","47.725256","-122.347902","POINT (-122.347902 47.725256)","F220143574"
"1714 E Yesler Way","Medic Response","2022 Nov 24 11:29:00 PM","47.601681","-122.310078","POINT (-122.310078 47.601681)","F220143554"
"2125 Terry Ave","Medic Response","2022 Nov 24 11:00:00 PM","47.617983","-122.336456","POINT (-122.336456 47.617983)","F220143547"
"13023 Greenwood Ave N","Medic Response","2022 Nov 24 08:25:00 PM","47.723436","-122.355547","POINT (-122.355547 47.723436)","F220143494"
"E John St / Broadway E","Medic Response","2022 Nov 24 07:32:00 PM","47.619908","-122.320873","POINT (-122.320873 47.619908)","F220143480"
"7341 58th Ave Ne","Medic Response","2022 Nov 24 06:48:00 PM","47.682109","-122.265935","POINT (-122.265935 47.682109)","F220143464"
"8520 20th Ave Ne","Medic Response","2022 Nov 24 06:03:00 PM","47.690481","-122.306859","POINT (-122.306859 47.690481)","F220143450"
"14115 Aurora Ave N","Medic Response","2022 Nov 24 04:47:00 PM","47.731129","-122.345064","POINT (-122.345064 47.731129)","F220143419"
"1902 2nd Ave","Medic Response","2022 Nov 24 02:22:00 PM","47.610972","-122.340465","POINT (-122.340465 47.610972)","F220143359"
"11411 Woodley Ave S","Medic Response","2022 Nov 24 02:09:00 PM","47.500508","-122.242549","POINT (-122.242549 47.500508)","F220143356"
"102 Lakeside Ave","Medic Response","2022 Nov 24 01:47:00 PM","47.601696","-122.285352","POINT (-122.285352 47.601696)","F220143344"
"1617 Yale Ave","Medic Response","2022 Nov 24 01:36:00 PM","47.615985","-122.32815","POINT (-122.32815 47.615985)","F220143342"
"9434 Delridge Way Sw","Medic Response","2022 Nov 24 01:24:00 PM","47.518638","-122.35631","POINT (-122.35631 47.518638)","F220143336"
"7001 35th Ave Ne","Medic Response","2022 Nov 24 01:02:00 PM","47.679416","-122.290376","POINT (-122.290376 47.679416)","F220143328"
"6720 East Green Lake Way N","Medic Response","2022 Nov 24 12:59:00 PM","47.67834","-122.32895","POINT (-122.32895 47.67834)","F220143327"
"8416 Rainier Ave S","Medic Response","2022 Nov 24 12:31:00 PM","47.528932","-122.269987","POINT (-122.269987 47.528932)","F220143321"
"2515 Western Ave","Medic Response","2022 Nov 24 12:13:00 PM","47.61411","-122.34974","POINT (-122.34974 47.61411)","F220143314"
"9038 Palatine Ave N","Medic Response","2022 Nov 24 12:06:00 PM","47.69456","-122.356683","POINT (-122.356683 47.69456)","F220143309"
"7537 37th Ave Ne","Medic Response","2022 Nov 24 12:06:00 PM","47.683375","-122.288378","POINT (-122.288378 47.683375)","F220143310"
"230 8th Ave N","Medic Response","2022 Nov 24 11:49:00 AM","47.620061","-122.341084","POINT (-122.341084 47.620061)","F220143302"
"35th Ave Sw / Sw Morgan St","Medic Response","2022 Nov 24 11:04:00 AM","47.544683","-122.376445","POINT (-122.376445 47.544683)","F220143290"
"2720 E Madison St","Medic Response","2022 Nov 24 10:37:00 AM","47.623153","-122.296667","POINT (-122.296667 47.623153)","F220143286"
"6526 26th Ave Ne","Medic Response","2022 Nov 24 10:01:00 AM","47.676688","-122.299524","POINT (-122.299524 47.676688)","F220143275"
"7500 Seward Park Ave S","Medic Response","2022 Nov 24 09:25:00 AM","47.535475","-122.267287","POINT (-122.267287 47.535475)","F220143263"
"113 23rd Ave S","Medic Response","2022 Nov 24 09:15:00 AM","47.601601","-122.302284","POINT (-122.302284 47.601601)","F220143259"
"211 Lenora St","Medic Response","2022 Nov 24 08:38:00 AM","47.612577","-122.342956","POINT (-122.342956 47.612577)","F220143251"
"9613 AURORA AVE N","Medic Response","2022 Nov 24 07:59:00 AM","47.698825","-122.34462","POINT (-122.34462 47.698825)","F220143240"
"6609 34th Ave Nw","Medic Response","2022 Nov 24 07:30:00 AM","47.676568","-122.401051","POINT (-122.401051 47.676568)","F220143231"
"2835 Prosch Ave W","Medic Response","2022 Nov 24 05:50:00 AM","47.645298","-122.374093","POINT (-122.374093 47.645298)","F220143213"
"925 4th Ave","Medic Response","2022 Nov 24 05:36:00 AM","47.605549","-122.332417","POINT (-122.332417 47.605549)","F220143209"
"Ne 125th St / Lake City Way Ne","Medic Response","2022 Nov 24 12:28:00 AM","47.719279","-122.295233","POINT (-122.295233 47.719279)","F220143134"
"5760 25th Ave Ne","Medic Response","2022 Nov 24 12:07:00 AM","47.670066","-122.300627","POINT (-122.300627 47.670066)","F220143125"
"3rd Ave / James St","Medic Response","2022 Nov 23 09:42:00 PM","47.602769","-122.331409","POINT (-122.331409 47.602769)","F220143074"
"12348 22nd Ave Ne","Medic Response","2022 Nov 23 08:56:00 PM","47.718813","-122.30611","POINT (-122.30611 47.718813)","F220143054"
"3020 S Genesee St","Medic Response","2022 Nov 23 08:30:00 PM","47.563954","-122.294845","POINT (-122.294845 47.563954)","F220143045"
"4516 California Ave Sw","Medic Response","2022 Nov 23 08:29:00 PM","47.562766","-122.386775","POINT (-122.386775 47.562766)","F220143044"
"4702 S FERDINAND ST","Medic Response","2022 Nov 23 07:41:00 PM","47.55822","-122.274424","POINT (-122.274424 47.55822)","F220143028"
"2346 46th Ave Sw","Medic Response","2022 Nov 23 06:57:00 PM","47.582725","-122.390562","POINT (-122.390562 47.582725)","F220143012"
"13737 30th Ave Ne","Medic Response","2022 Nov 23 06:47:00 PM","47.728181","-122.296431","POINT (-122.296431 47.728181)","F220143005"
"4456 47th Ave Sw","Medic Response","2022 Nov 23 05:49:00 PM","47.563733","-122.392157","POINT (-122.392157 47.563733)","F220142982"
"17th Ave / E Madison St","Medic Response","2022 Nov 23 03:20:00 PM","47.61559","-122.310151","POINT (-122.310151 47.61559)","F220142934"
"12316 28th Ave Ne","Medic Response","2022 Nov 23 02:49:00 PM","47.71758","-122.297953","POINT (-122.297953 47.71758)","F220142924"
"2821 S Walden St","Medic Response","2022 Nov 23 02:39:00 PM","47.572163","-122.296173","POINT (-122.296173 47.572163)","F220142920"
"9200 2nd Ave Sw","Medic Response","2022 Nov 23 02:14:00 PM","47.521244","-122.336301","POINT (-122.336301 47.521244)","F220142903"
"10306 Meridian Ave N","Medic Response","2022 Nov 23 01:50:00 PM","47.703266","-122.333904","POINT (-122.333904 47.703266)","F220142896"
"4555 39th Ave Sw","Medic Response","2022 Nov 23 12:45:00 PM","47.562466","-122.381391","POINT (-122.381391 47.562466)","F220142867"
"1000 4th Ave","Medic Response","2022 Nov 23 12:27:00 PM","47.606088","-122.332909","POINT (-122.332909 47.606088)","F220142858"
"1474 21st Ave","Medic Response","2022 Nov 23 12:15:00 PM","47.613785","-122.304927","POINT (-122.304927 47.613785)","F220142851"
"7700 35th Ave Sw","Medic Response","2022 Nov 23 10:46:00 AM","47.533742","-122.376619","POINT (-122.376619 47.533742)","F220142817"
"5132 S Roxbury St","Medic Response","2022 Nov 23 10:35:00 AM","47.516845","-122.268905","POINT (-122.268905 47.516845)","F220142813"
"401 Pine St","Medic Response","2022 Nov 23 10:23:00 AM","47.61122","-122.337562","POINT (-122.337562 47.61122)","F220142809"
"12220 Aurora Ave N","Medic Response","2022 Nov 23 10:14:00 AM","47.717897","-122.344908","POINT (-122.344908 47.717897)","F220142806"
"4400 37th Ave S","Medic Response","2022 Nov 23 09:49:00 AM","47.564112","-122.286056","POINT (-122.286056 47.564112)","F220142793"
"6901 M L King Jr Way S","Medic Response","2022 Nov 23 09:26:00 AM","47.540684","-122.283048","POINT (-122.283048 47.540684)","F220142783"
"4831 35th Ave Sw","Medic Response","2022 Nov 23 09:20:00 AM","47.558988","-122.376234","POINT (-122.376234 47.558988)","F220142782"
"1501 17th Ave","Medic Response","2022 Nov 23 09:11:00 AM","47.614106","-122.310161","POINT (-122.310161 47.614106)","F220142781"
"1301 6th Ave","Medic Response","2022 Nov 23 09:07:00 AM","47.60916","-122.33264","POINT (-122.33264 47.60916)","F220142780"
"6533 Seaview Ave Nw","Medic Response","2022 Nov 23 08:34:00 AM","47.676019","-122.406368","POINT (-122.406368 47.676019)","F220142771"
"7304 Greenwood Ave N","Medic Response","2022 Nov 23 07:39:00 AM","47.681828","-122.355304","POINT (-122.355304 47.681828)","F220142758"
"3025 Ne 130th St","Medic Response","2022 Nov 23 06:55:00 AM","47.7229","-122.29591","POINT (-122.29591 47.7229)","F220142745"
"8835 Delridge Way Sw","Medic Response","2022 Nov 23 05:43:00 AM","47.523821","-122.360486","POINT (-122.360486 47.523821)","F220142730"
"13030 Linden Ave N","Medic Response","2022 Nov 23 05:41:00 AM","47.723429","-122.348165","POINT (-122.348165 47.723429)","F220142728"
"700 5th Ave","Medic Response","2022 Nov 23 05:36:00 AM","47.604413","-122.329842","POINT (-122.329842 47.604413)","F220142726"
"5th Ave S / S Michigan St","Medic Response","2022 Nov 23 03:48:00 AM","47.545656","-122.32839","POINT (-122.32839 47.545656)","F220142713"
"11501 15th Ave Ne","Medic Response","2022 Nov 23 03:06:00 AM","47.712167","-122.312433","POINT (-122.312433 47.712167)","F220142706"
"8616 16th Ave Sw","Medic Response","2022 Nov 23 02:33:00 AM","47.52637","-122.355074","POINT (-122.355074 47.52637)","F220142696"
"501 S Royal Brougham Way","Medic Response","2022 Nov 23 02:21:00 AM","47.592396","-122.327325","POINT (-122.327325 47.592396)","F220142695"
"3222 12th Ave W","Medic Response","2022 Nov 23 01:53:00 AM","47.648673","-122.372274","POINT (-122.372274 47.648673)","F220142689"
"4750 32nd Ave S","Medic Response","2022 Nov 23 01:36:00 AM","47.560028","-122.291492","POINT (-122.291492 47.560028)","F220142685"
"2215 1st Ave","Medic Response","2022 Nov 22 11:35:00 PM","47.612716","-122.345399","POINT (-122.345399 47.612716)","F220142671"
"302 14th Ave S","Medic Response","2022 Nov 22 10:34:00 PM","47.599993","-122.314135","POINT (-122.314135 47.599993)","F220142652"
"11900 Beacon Ave S","Medic Response","2022 Nov 22 10:20:00 PM","47.496513","-122.26055","POINT (-122.26055 47.496513)","F220142646"
"2121 26th Ave S","Medic Response","2022 Nov 22 09:47:00 PM","47.584234","-122.299024","POINT (-122.299024 47.584234)","F220142638"
"4400 Sw Alaska St","Medic Response","2022 Nov 22 09:33:00 PM","47.561138","-122.388131","POINT (-122.388131 47.561138)","F220142636"
"2nd Ave / Lenora St","Medic Response","2022 Nov 22 08:29:00 PM","47.612502","-122.343053","POINT (-122.343053 47.612502)","F220142620"
"907 Nw Ballard Way","Medic Response","2022 Nov 22 08:21:00 PM","47.662937","-122.368666","POINT (-122.368666 47.662937)","F220142619"
"223 Yesler Way","Medic Response","2022 Nov 22 08:13:00 PM","47.601718","-122.331581","POINT (-122.331581 47.601718)","F220142616"
"1280 Harrison St","Medic Response","2022 Nov 22 07:58:00 PM","47.62197","-122.33091","POINT (-122.33091 47.62197)","F220142609"
"6554 25th Ave Nw","Medic Response","2022 Nov 22 07:35:00 PM","47.676405","-122.38863","POINT (-122.38863 47.676405)","F220142602"
"2515 30th Ave S","Medic Response","2022 Nov 22 07:23:00 PM","47.580865","-122.294153","POINT (-122.294153 47.580865)","F220142600"
"3802 S Othello St","Medic Response","2022 Nov 22 04:33:00 PM","47.537035","-122.28468","POINT (-122.28468 47.537035)","F220142548"
"8th Ave S / S Dearborn St","Medic Response","2022 Nov 22 04:06:00 PM","47.595831","-122.322459","POINT (-122.322459 47.595831)","F220142542"
"210 Alaskan Way S","Medic Response","2022 Nov 22 03:47:00 PM","47.600593","-122.335915","POINT (-122.335915 47.600593)","F220142537"
"1101 Madison St","Medic Response","2022 Nov 22 03:01:00 PM","47.609343","-122.325128","POINT (-122.325128 47.609343)","F220142528"
"S Andover St / Rainier Ave S","Medic Response","2022 Nov 22 03:00:00 PM","47.567948","-122.289244","POINT (-122.289244 47.567948)","F220142527"
"222 Pike St","Medic Response","2022 Nov 22 02:43:00 PM","47.609389","-122.338655","POINT (-122.338655 47.609389)","F220142518"
"621 Union St","Medic Response","2022 Nov 22 02:25:00 PM","47.610249","-122.333318","POINT (-122.333318 47.610249)","F220142511"
"811 Maynard Ave S","Medic Response","2022 Nov 22 01:48:00 PM","47.595741","-122.325068","POINT (-122.325068 47.595741)","F220142498"
"1221 Madison St","Medic Response","2022 Nov 22 01:12:00 PM","47.609902","-122.323791","POINT (-122.323791 47.609902)","F220142490"
"7500 Seward Park Ave S","Medic Response","2022 Nov 22 01:04:00 PM","47.535475","-122.267287","POINT (-122.267287 47.535475)","F220142489"
"4th Ave / Pike St","Medic Response","2022 Nov 22 12:16:00 PM","47.610214","-122.336683","POINT (-122.336683 47.610214)","F220142471"
"9233 9th Ave Sw","Medic Response","2022 Nov 22 12:05:00 PM","47.520672","-122.346715","POINT (-122.346715 47.520672)","F220142463"
"7201 Beacon Ave S","Medic Response","2022 Nov 22 12:03:00 PM","47.537852","-122.294804","POINT (-122.294804 47.537852)","F220142460"
"3925 S Americus St","Medic Response","2022 Nov 22 11:59:00 AM","47.560261","-122.283247","POINT (-122.283247 47.560261)","F220142459"
"700 Broadway","Medic Response","2022 Nov 22 11:17:00 AM","47.608073","-122.320755","POINT (-122.320755 47.608073)","F220142442"
"1101 Madison St","Medic Response","2022 Nov 22 10:39:00 AM","47.609343","-122.325128","POINT (-122.325128 47.609343)","F220142424"
"4915 25th Ave Ne","Medic Response","2022 Nov 22 10:26:00 AM","47.664451","-122.300909","POINT (-122.300909 47.664451)","F220142419"
"624 N 34th St","Medic Response","2022 Nov 22 09:33:00 AM","47.649766","-122.350922","POINT (-122.350922 47.649766)","F220142405"
"1124 Columbia St","Medic Response","2022 Nov 22 09:14:00 AM","47.608025","-122.323562","POINT (-122.323562 47.608025)","F220142400"
"515 N 79th St","Medic Response","2022 Nov 22 09:10:00 AM","47.686219","-122.352314","POINT (-122.352314 47.686219)","F220142398"
"449 Bellevue Ave E","Medic Response","2022 Nov 22 07:47:00 AM","47.622547","-122.326588","POINT (-122.326588 47.622547)","F220142377"
"800 Occidental Ave S","Medic Response","2022 Nov 22 07:12:00 AM","47.595692","-122.333273","POINT (-122.333273 47.595692)","F220142367"
"1526 3rd Ave","Medic Response","2022 Nov 22 02:27:00 AM","47.610003","-122.338025","POINT (-122.338025 47.610003)","F220142319"
"10808 24th Ave Ne","Medic Response","2022 Nov 22 01:36:00 AM","47.707493","-122.302665","POINT (-122.302665 47.707493)","F220142309"
"4555 39th Ave Sw","Medic Response","2022 Nov 22 01:32:00 AM","47.562466","-122.381391","POINT (-122.381391 47.562466)","F220142308"
"9546 2nd Ave Nw","Medic Response","2022 Nov 22 01:21:00 AM","47.698262","-122.359402","POINT (-122.359402 47.698262)","F220142307"
"5004 S Snoqualmie St","Medic Response","2022 Nov 21 11:56:00 PM","47.561763","-122.270661","POINT (-122.270661 47.561763)","F220142290"
"312 NW 85TH ST","Medic Response","2022 Nov 21 11:30:00 PM","47.690626","-122.360747","POINT (-122.360747 47.690626)","F220142283"
"5141 Sw Waite St","Medic Response","2022 Nov 21 10:02:00 PM","47.581258","-122.397803","POINT (-122.397803 47.581258)","F220142256"
"10507 AURORA AVE N","Medic Response","2022 Nov 21 08:03:00 PM","47.705096","-122.344695","POINT (-122.344695 47.705096)","F220142227"
"1500 15TH AVE E","Medic Response","2022 Nov 21 07:55:00 PM","47.632334","-122.312497","POINT (-122.312497 47.632334)","F220142223"
"3rd Ave / Bell St","Medic Response","2022 Nov 21 07:52:00 PM","47.614705","-122.344794","POINT (-122.344794 47.614705)","F220142221"
"14396 30th Ave Ne","Medic Response","2022 Nov 21 07:33:00 PM","47.732881","-122.296531","POINT (-122.296531 47.732881)","F220142216"
"12597 Corliss Ave N","Medic Response","2022 Nov 21 06:31:00 PM","47.720612","-122.329866","POINT (-122.329866 47.720612)","F220142194"
"912 N 96TH ST","Medic Response","2022 Nov 21 05:58:00 PM","47.698722","-122.34715","POINT (-122.34715 47.698722)","F220142181"
"14032 Aurora Ave N","Medic Response","2022 Nov 21 05:57:00 PM","47.730665","-122.345059","POINT (-122.345059 47.730665)","F220142180"
"13723 1st Ave Nw","Medic Response","2022 Nov 21 04:59:00 PM","47.728864","-122.35825","POINT (-122.35825 47.728864)","F220142163"
"6720 East Green Lake Way N","Medic Response","2022 Nov 21 04:03:00 PM","47.67834","-122.32895","POINT (-122.32895 47.67834)","F220142145"
"2028 3RD AVE","Medic Response","2022 Nov 21 03:43:00 PM","47.61261","-122.34125","POINT (-122.34125 47.61261)","F220142137"
